x,y
6.0593,-39.5384
6.0646,-39.5376
6.0698,-39.5368
6.075,-39.536
6.0802,-39.5352
6.0854,-39.5344
6.0906,-39.5336
6.0958,-39.5328
6.1009,-39.532
6.1061,-39.5312
6.1113,-39.5304
6.1165,-39.5296
6.1216,-39.5288
6.1268,-39.528
6.132,-39.5272
6.1371,-39.5264
6.1423,-39.5256
6.1474,-39.5248
6.1526,-39.524
6.1577,-39.5232
6.1628,-39.5224
6.168,-39.5216
6.1731,-39.5208
6.1782,-39.52
6.1833,-39.5192
6.1884,-39.5184
6.1935,-39.5176
6.1986,-39.5168
6.2037,-39.516
6.2088,-39.5152
6.2139,-39.5144
6.219,-39.5136
6.2241,-39.5128
6.2292,-39.512
6.2342,-39.5112
6.2393,-39.5104
6.2444,-39.5096
6.2494,-39.5088
6.2545,-39.508
6.2595,-39.5072
6.2646,-39.5064
6.2696,-39.5056
6.2747,-39.5048
6.2797,-39.504
6.2847,-39.5032
6.2898,-39.5024
6.2948,-39.5016
6.2998,-39.5008
6.3048,-39.5
6.3098,-39.4992
6.3148,-39.4984
6.3198,-39.4976
6.3248,-39.4968
6.3298,-39.496
6.3348,-39.4952
6.3398,-39.4944
6.3448,-39.4936
6.3498,-39.4928
6.3547,-39.492
6.3597,-39.4912
6.3647,-39.4904
6.3696,-39.4896
6.3746,-39.4888
6.3795,-39.488
6.3845,-39.4872
6.3894,-39.4864
6.3944,-39.4856
6.3993,-39.4848
6.4042,-39.484
6.4092,-39.4832
6.4141,-39.4824
6.419,-39.4816
6.4239,-39.4808
6.4289,-39.48
6.4338,-39.4792
6.4387,-39.4784
6.4436,-39.4776
6.4485,-39.4768
6.4534,-39.476
6.4583,-39.4752
6.4632,-39.4744
6.468,-39.4736
6.4729,-39.4728
6.4778,-39.472
6.4827,-39.4712
6.4875,-39.4704
6.4924,-39.4696
6.4973,-39.4688
6.5021,-39.468
6.507,-39.4672
6.5118,-39.4664
6.5167,-39.4656
6.5215,-39.4648
6.5264,-39.464
6.5312,-39.4632
6.536,-39.4624
6.5409,-39.4616
6.5457,-39.4608
6.5505,-39.46
6.5553,-39.4592
6.5601,-39.4584
6.5649,-39.4576
6.5697,-39.4568
6.5746,-39.456
6.5794,-39.4552
6.5841,-39.4544
6.5889,-39.4536
6.5937,-39.4528
6.5985,-39.452
6.6033,-39.4512
6.6081,-39.4504
6.6128,-39.4496
6.6176,-39.4488
6.6224,-39.448
6.6271,-39.4472
6.6319,-39.4464
6.6367,-39.4456
6.6414,-39.4448
6.6462,-39.444
6.6509,-39.4432
6.6557,-39.4424
6.6604,-39.4416
6.6651,-39.4408
6.6699,-39.44
6.6746,-39.4392
6.6793,-39.4384
6.684,-39.4376
6.6888,-39.4368
6.6935,-39.436
6.6982,-39.4352
6.7029,-39.4344
6.7076,-39.4336
6.7123,-39.4328
6.717,-39.432
6.7217,-39.4312
6.7264,-39.4304
6.7311,-39.4296
6.7358,-39.4288
6.7404,-39.428
6.7451,-39.4272
6.7498,-39.4264
6.7545,-39.4256
6.7591,-39.4248
6.7638,-39.424
6.7685,-39.4232
6.7731,-39.4224
6.7778,-39.4216
6.7824,-39.4208
6.7871,-39.42
6.7917,-39.4192
6.7964,-39.4184
6.801,-39.4176
6.8056,-39.4168
6.8103,-39.416
6.8149,-39.4152
6.8195,-39.4144
6.8241,-39.4136
6.8288,-39.4128
6.8334,-39.412
6.838,-39.4112
6.8426,-39.4104
6.8472,-39.4096
6.8518,-39.4088
6.8564,-39.408
6.861,-39.4072
6.8656,-39.4064
6.8702,-39.4056
6.8748,-39.4048
6.8794,-39.404
6.8839,-39.4032
6.8885,-39.4024
6.8931,-39.4016
6.8977,-39.4008
6.9022,-39.4
6.9068,-39.3992
6.9114,-39.3984
6.9159,-39.3976
6.9205,-39.3968
6.925,-39.396
6.9296,-39.3952
6.9341,-39.3944
6.9387,-39.3936
6.9432,-39.3928
6.9477,-39.392
6.9523,-39.3912
6.9568,-39.3904
6.9613,-39.3896
6.9659,-39.3888
6.9704,-39.388
6.9749,-39.3872
6.9794,-39.3864
6.9839,-39.3856
6.9884,-39.3848
6.9929,-39.384
6.9974,-39.3832
7.0019,-39.3824
7.0064,-39.3816
7.0109,-39.3808
7.0154,-39.38
