x,y
4.5886,-24.5753
4.5934,-24.5744
4.5977,-24.5736
4.6025,-24.5727
4.6068,-24.5719
4.6116,-24.571
4.6158,-24.5702
4.6206,-24.5693
4.6254,-24.5684
4.6296,-24.5676
4.6344,-24.5667
4.6386,-24.5659
4.6434,-24.565
4.6476,-24.5642
4.6524,-24.5633
4.6566,-24.5625
4.6614,-24.5616
4.6661,-24.5607
4.6703,-24.5599
4.675,-24.559
4.6792,-24.5582
4.684,-24.5573
4.6882,-24.5565
4.6929,-24.5556
4.6976,-24.5547
4.7018,-24.5539
4.7064,-24.553
4.7106,-24.5522
4.7153,-24.5513
4.7195,-24.5505
4.7242,-24.5496
4.7283,-24.5488
4.733,-24.5479
4.7376,-24.547
4.7418,-24.5462
4.7464,-24.5453
4.7506,-24.5445
4.7552,-24.5436
4.7594,-24.5428
4.764,-24.5419
4.7686,-24.541
4.7727,-24.5402
4.7774,-24.5393
4.7815,-24.5385
4.7861,-24.5376
4.7902,-24.5368
4.7948,-24.5359
4.7989,-24.5351
4.8035,-24.5342
4.8081,-24.5333
4.8122,-24.5325
4.8168,-24.5316
4.8208,-24.5308
4.8254,-24.5299
4.8295,-24.5291
4.834,-24.5282
4.8386,-24.5273
4.8427,-24.5265
4.8472,-24.5256
4.8513,-24.5248
4.8558,-24.5239
4.8598,-24.5231
4.8644,-24.5222
4.8684,-24.5214
4.8729,-24.5205
4.8775,-24.5196
4.8815,-24.5188
4.886,-24.5179
4.89,-24.5171
4.8945,-24.5162
4.8985,-24.5154
4.903,-24.5145
4.907,-24.5137
4.9115,-24.5128
4.916,-24.5119
4.92,-24.5111
4.9245,-24.5102
4.9285,-24.5094
4.9329,-24.5085
4.9369,-24.5077
4.9414,-24.5068
4.9458,-24.5059
4.9498,-24.5051
4.9543,-24.5042
4.9582,-24.5034
4.9627,-24.5025
4.9666,-24.5017
4.971,-24.5008
4.975,-24.5
4.9794,-24.4991
4.9838,-24.4982
4.9878,-24.4974
4.9922,-24.4965
4.9961,-24.4957
5.0005,-24.4948
5.0044,-24.494
5.0088,-24.4931
5.0132,-24.4922
5.0172,-24.4914
5.0215,-24.4905
5.0254,-24.4897
5.0298,-24.4888
5.0337,-24.488
5.0381,-24.4871
5.042,-24.4863
5.0464,-24.4854
5.0507,-24.4845
5.0546,-24.4837
5.059,-24.4828
5.0628,-24.482
5.0672,-24.4811
5.071,-24.4803
5.0754,-24.4794
5.0797,-24.4785
5.0836,-24.4777
5.0879,-24.4768
5.0918,-24.476
5.0961,-24.4751
5.0999,-24.4743
5.1042,-24.4734
5.1081,-24.4726
5.1124,-24.4717
5.1167,-24.4708
5.1205,-24.47
5.1248,-24.4691
5.1286,-24.4683
5.1329,-24.4674
5.1367,-24.4666
5.141,-24.4657
5.1453,-24.4648
5.1491,-24.464
5.1534,-24.4631
5.1572,-24.4623
5.1614,-24.4614
5.1652,-24.4606
5.1695,-24.4597
5.1733,-24.4589
5.1775,-24.458
5.1818,-24.4571
5.1855,-24.4563
5.1898,-24.4554
5.1936,-24.4546
5.1978,-24.4537
5.2016,-24.4529
5.2058,-24.452
5.2095,-24.4512
5.2138,-24.4503
5.218,-24.4494
5.2217,-24.4486
5.2259,-24.4477
5.2297,-24.4469
5.2339,-24.446
5.2376,-24.4452
5.2418,-24.4443
5.246,-24.4434
5.2497,-24.4426
5.2539,-24.4417
5.2577,-24.4409
5.2618,-24.44
5.2656,-24.4392
5.2697,-24.4383
